customer_id,age,gender,province,estimated_income,tenure_months,num_products,has_checking,has_savings,has_credit_card,has_mortgage,has_personal_loan,has_investment,checking_balance,savings_balance,total_balance,transactions_per_month,avg_transaction_amount,num_deposits_3m,num_withdrawals_3m,has_direct_deposit,credit_limit,credit_utilization,overdraft_fees_12m,monthly_fees_12m,total_fees_12m,fee_waiver,complaints_12m,complaints_resolved,support_calls_12m,uses_mobile_app,uses_online_banking,mobile_logins_month,online_logins_month,paperless,credit_score,has_relationship_manager,months_since_last_product,campaigns_received_12m,campaigns_responded,churned,tenure_years,is_new_customer,is_established,is_loyal,product_diversity,products_per_tenure_year,has_lending,cross_sell_depth,log_total_balance,log_checking_balance,is_high_balance,is_low_balance,savings_ratio,balance_per_product,transaction_intensity,deposit_withdrawal_ratio,is_inactive,is_highly_active,net_transaction_flow,high_cc_utilization,low_cc_utilization,credit_to_balance,fee_burden_ratio,is_high_fee_payer,complaint_resolution_rate,service_friction,unresolved_complaints,total_digital_logins,digital_adoption,is_mobile_first,digitally_disengaged,recent_product_purchase,stale_relationship,campaign_response_rate,customer_value_score,relationship_depth,churn_risk_signals,retention_anchors,net_retention_score,province_encoded,income_encoded,gender_F,gender_M,gender_Other
CUST_000011,38,F,QC,>150K,43,2,1,0,1,0,0,0,1528.66,0.0,1528.66,26,280.05,7,14,0,25000,0.2432,135,131.4,266.4,0,0,0,3,1,0,15,0,1,729.0,0,3,1,0,0,3.5833333333333335,0,1,0,2,0.4363636363636363,0,1,7.332800767469243,7.332800767469243,0,0,0.0,764.33,7281.3,0.5,0,0,-7,0,1,10.0,17.427027592793685,1,1.0,1.5,0,15,2,1,0,1,0,0.0,3.1373402302407727,5,2,2,0,8,5,True,False,False
CUST_000012,38,M,QC,50K-75K,31,3,1,0,1,1,0,0,12271.23,0.0,12271.23,26,57.38,5,15,1,15000,0.1798,45,59.4,104.4,1,0,0,1,1,1,12,5,1,749.0,0,45,3,0,0,2.5833333333333335,0,0,0,3,0.8372093023255813,1,2,9.41509426528278,9.41509426528278,0,0,0.0,4090.41,1491.88,0.3333333333333333,0,0,-10,0,1,1.2223713515271086,0.8507704606628675,0,1.0,0.0,0,17,3,1,0,0,1,0.0,4.162028279584835,9,1,4,3,8,2,False,True,False
CUST_000013,48,F,MB,75K-100K,13,4,1,1,1,0,0,1,2195.61,144733.89,146929.51,28,21.8,6,22,0,15000,0.3506,45,59.4,104.4,0,0,0,4,0,1,0,10,1,687.0,1,8,1,0,0,1.0833333333333333,0,0,0,4,1.9200000000000004,0,3,11.8977150329046,7.694670541834095,1,0,0.9850566438287313,36732.3775,610.4,0.2727272727272727,0,0,-16,0,0,0.10208977080233915,0.07105448047842806,0,1.0,0.0,0,10,2,0,0,1,0,0.0,4.53181450987138,10,1,3,2,2,3,True,False,False
CUST_000014,18,F,ON,100K-150K,37,3,1,1,1,0,0,0,4171.2,748.27,4919.47,20,24.25,5,11,1,15000,0.1839,45,131.4,176.4,0,1,1,3,1,1,14,9,1,631.0,0,11,2,1,0,3.0833333333333335,0,1,0,3,0.7346938775510203,0,2,8.501159333379086,8.336198753610185,0,0,0.1521037835376575,1639.8233333333335,485.0,0.45454545454545453,0,0,-6,0,1,3.0491089487282164,3.5857521237043826,0,1.0,2.0,0,23,3,1,0,1,0,0.5,3.8128478000137256,10,1,4,3,6,4,True,False,False
CUST_000015,19,M,QC,30K-50K,70,2,1,1,0,0,0,0,3515.66,17457.81,20973.47,30,10.0,5,11,0,0,0.0,45,0.0,45.0,0,0,0,2,1,1,9,8,0,721.0,0,29,4,1,0,5.833333333333333,0,1,1,2,0.29268292682926833,0,1,9.95106126283976,8.165266954499709,0,0,0.8323758538763495,10486.735,300.0,0.45454545454545453,0,0,-6,0,1,0.0,0.21455677100641904,0,1.0,0.0,0,17,2,1,0,0,0,0.25,4.260318378851927,5,1,2,1,8,1,False,True,False
CUST_000016,36,M,ON,50K-75K,200,2,1,0,1,0,0,0,380.26,0.0,380.26,27,10.0,8,11,1,2500,0.3521,135,59.4,194.4,0,1,0,4,1,1,8,8,0,535.0,0,2,2,0,0,16.666666666666668,0,1,1,2,0.11320754716981131,0,1,5.94348155708583,5.94348155708583,0,1,0.0,190.13,270.0,0.7272727272727273,0,0,-3,0,0,6.574449061168674,51.122915899647616,0,0.0,5.0,1,16,2,0,0,1,0,0.0,4.883044467125749,8,2,3,1,6,2,False,True,False
CUST_000017,29,F,BC,75K-100K,93,3,1,1,1,0,0,0,6134.56,2642.1,8776.67,26,120.65,10,14,1,2500,0.1136,0,203.4,203.4,1,0,0,2,1,1,6,12,1,698.0,0,19,5,1,0,7.75,0,1,1,3,0.34285714285714286,0,2,9.079966275556545,8.72185663252289,0,0,0.30103672577412616,2925.556666666667,3136.9,0.7142857142857143,0,0,-4,0,1,0.2848460748780574,2.317507665207875,1,1.0,1.5,0,18,3,0,0,0,0,0.2,4.686489882666963,10,1,4,3,1,3,True,False,False
CUST_000018,49,F,SK,75K-100K,10,3,1,1,1,0,0,0,2412.57,3151.61,5564.18,27,20.83,6,11,0,1000,0.4752,90,59.4,149.4,0,0,0,2,0,1,0,4,1,681.0,0,4,2,0,0,0.8333333333333334,1,0,0,3,1.6363636363636362,0,2,8.624284608200034,7.78886225820181,0,0,0.5664105043330734,1854.7266666666667,562.41,0.5454545454545454,0,0,-5,0,0,0.17972100111786463,2.6850317567008974,0,1.0,0.0,0,4,2,0,0,1,0,0.0,3.31228538246001,6,2,1,-1,9,3,True,False,False
CUST_000019,31,F,BC,<30K,19,4,1,1,1,1,0,0,2598.15,38377.96,40976.11,29,14.53,5,16,1,10000,0.4879,0,0.0,0.0,0,0,0,2,1,1,12,14,0,755.0,0,22,5,2,0,1.5833333333333333,0,0,0,4,1.5483870967741937,1,3,10.62076889710013,7.862939747481652,0,0,0.9365935419443182,10244.0275,421.37,0.3125,0,0,-11,0,0,0.24404463966930975,0.0,0,1.0,0.0,0,26,2,0,0,0,0,0.4,4.573730669130039,11,0,4,4,1,0,True,False,False
CUST_000020,23,M,ON,30K-50K,4,4,1,1,1,0,0,1,47094.67,25867.71,72962.39,31,388.16,7,14,0,5000,0.2263,0,131.4,131.4,0,0,0,4,0,1,0,3,1,727.0,0,10,4,2,0,0.3333333333333333,1,0,0,4,3.0,0,3,11.197713087484592,10.759936343719051,0,0,0.35453485007823893,18240.5975,12032.960000000001,0.5,0,1,-7,0,1,0.06852845692143583,0.18009278478953336,0,1.0,0.0,0,3,2,0,0,1,0,0.5,4.209313926245377,8,2,1,-1,6,1,False,True,False
CUST_000021,66,F,ON,50K-75K,8,5,1,0,1,1,1,1,1042.26,0.0,1042.26,25,54.58,6,16,1,5000,0.3323,90,59.4,149.4,1,1,1,1,1,1,10,4,0,697.0,0,8,4,0,0,0.6666666666666666,1,0,0,5,3.0000000000000004,1,4,6.9501057048558685,6.9501057048558685,0,0,0.0,208.452,1364.5,0.375,0,0,-10,0,0,4.797267476445417,14.334235219618908,0,1.0,2.0,0,14,2,1,0,1,0,0.0,3.5350317114567607,13,2,4,2,6,2,True,False,False
CUST_000022,41,M,BC,100K-150K,17,5,1,1,1,1,0,1,958.99,1900.49,2859.48,31,155.57,5,13,1,2500,0.0826,45,0.0,45.0,1,0,0,0,0,0,0,0,0,673.0,0,9,5,0,0,1.4166666666666667,0,0,0,5,2.068965517241379,1,4,7.958744721899488,6.8669228677409615,0,0,0.6646278344314351,571.896,4822.67,0.38461538461538464,0,1,-8,0,1,0.8742848350049659,1.5737127030089386,0,1.0,0.0,0,0,0,0,1,1,0,0.0,3.9501234165698462,13,1,3,2,1,4,False,True,False
CUST_000023,46,F,QC,50K-75K,13,3,1,0,1,0,0,1,1910.31,0.0,1910.31,27,49.11,14,21,0,10000,0.4309,0,59.4,59.4,1,0,0,2,1,1,7,7,1,718.0,0,16,7,0,0,1.0833333333333333,0,0,0,3,1.4400000000000002,0,2,7.555544149817885,7.555544149817885,0,0,0.0,636.77,1325.97,0.6666666666666666,0,0,-7,0,0,5.234752474729232,3.109442969989164,0,1.0,0.0,0,14,3,0,0,0,0,0.0,3.0291632449453654,6,1,2,1,8,2,True,False,False
CUST_000024,23,F,PE,>150K,14,3,1,0,1,0,0,1,22171.06,0.0,22171.06,23,27.94,8,17,1,15000,0.3077,90,0.0,90.0,1,0,0,2,1,1,14,9,1,546.0,0,54,4,0,0,1.1666666666666667,0,0,0,3,1.3846153846153844,0,2,10.006588216651856,10.006588216651856,0,0,0.0,7390.3533333333335,642.62,0.47058823529411764,0,0,-9,0,0,0.6765576386514672,0.4059345831908804,0,1.0,0.0,0,23,3,1,0,0,1,0.0,3.976976464995557,9,1,3,2,7,5,True,False,False
CUST_000025,36,F,QC,>150K,15,4,1,1,0,1,1,0,1034.89,386.9,1421.78,23,808.54,5,14,1,0,0.0,135,203.4,338.4,0,1,0,4,1,1,14,7,0,726.0,0,6,7,1,0,1.25,0,0,0,4,1.7777777777777777,1,3,7.2603679831860735,6.94301623957601,0,0,0.2721236759554924,355.445,18596.42,0.35714285714285715,0,0,-9,0,1,0.0,23.801150670286543,1,0.0,6.5,1,21,2,1,0,1,0,0.14285714285714285,3.515610394955822,11,2,4,2,8,5,True,False,False
CUST_000026,46,F,MB,75K-100K,21,4,1,1,1,1,0,0,24647.23,77345.39,101992.62,28,32.2,6,13,0,15000,0.1412,135,59.4,194.4,0,0,0,2,1,1,11,9,0,609.0,1,29,2,0,0,1.75,0,0,0,4,1.4545454545454546,1,3,11.532665541290529,10.11246037161888,1,0,0.7583430056017779,25498.155,901.6000000000001,0.46153846153846156,0,0,-7,0,1,0.1470694644377211,0.19060202591128653,0,1.0,0.0,0,20,2,1,0,0,0,0.0,4.672299662387159,10,1,5,4,2,3,True,False,False
CUST_000027,27,F,QC,75K-100K,8,4,1,1,1,0,0,1,217494.65,2581.62,220076.27,31,96.28,8,16,0,25000,0.4814,0,131.4,131.4,0,1,1,3,1,1,21,10,0,794.0,1,6,9,1,0,0.6666666666666666,1,0,0,4,2.4000000000000004,0,3,12.301733990941367,12.289934129310874,1,0,0.011730569588443134,55019.0675,2984.68,0.5,0,1,-8,0,0,0.1135969816282328,0.05970657354379916,0,1.0,2.0,0,31,2,1,0,1,0,0.1111111111111111,4.59052019728241,10,3,4,1,8,3,True,False,False
CUST_000028,50,F,MB,50K-75K,19,3,1,1,1,0,0,0,47962.37,376.78,48339.15,31,50.94,7,17,1,5000,0.6884,90,0.0,90.0,0,1,1,3,0,0,0,0,0,712.0,0,10,6,0,0,1.5833333333333333,0,0,0,3,1.1612903225806452,0,2,10.786017757272933,10.778192873561922,0,0,0.00779451024687029,16113.050000000001,1579.1399999999999,0.4117647058823529,0,1,-10,0,0,0.10343582789519468,0.18618449021135042,0,1.0,2.0,0,0,0,0,1,1,0,0.0,4.27330532718188,9,2,2,0,2,2,True,False,False
CUST_000029,35,M,ON,<30K,69,1,1,0,0,0,0,0,424.72,0.0,424.72,25,55.39,8,17,1,0,0.0,90,0.0,90.0,0,0,0,3,1,0,8,0,1,828.0,0,20,3,0,0,5.75,0,1,1,1,0.14814814814814814,0,0,6.053781853172843,6.053781853172843,0,1,0.0,424.72,1384.75,0.47058823529411764,0,0,-9,0,1,0.0,21.190431343002448,0,1.0,0.0,0,8,2,1,0,0,0,0.0,3.078634555951853,6,1,3,2,6,0,False,True,False
CUST_000030,40,F,SK,50K-75K,16,4,1,1,1,1,0,0,543.3,8941.45,9484.75,29,212.58,7,16,1,50000,0.5456,0,131.4,131.4,1,0,0,2,1,1,12,7,0,746.0,0,3,5,0,0,1.3333333333333333,0,0,0,4,1.7142857142857144,1,3,9.157545951462366,6.299500565440154,0,0,0.9427185745538892,2371.1875,6164.820000000001,0.4375,0,0,-9,0,0,5.271620232478452,1.3853817970953373,0,1.0,0.0,0,19,2,1,0,1,0,0.0,4.09726378543871,11,0,4,4,9,2,True,False,False
CUST_000031,35,F,BC,50K-75K,11,3,1,1,1,0,0,0,5159.43,69748.12,74907.55,26,23.94,11,16,1,5000,0.0527,90,131.4,221.4,1,0,0,3,1,1,10,7,1,652.0,0,0,4,0,1,0.9166666666666666,1,0,0,3,1.565217391304348,0,2,11.224023315193381,8.548775188336913,0,0,0.9311226972448037,24969.183333333334,622.44,0.6875,0,0,-5,0,1,0.06674894586727238,0.2955643323002822,1,1.0,1.5,0,17,3,1,0,1,0,0.0,4.304706994558015,9,2,3,1,1,2,True,False,False
CUST_000032,72,M,SK,50K-75K,4,3,1,1,1,0,0,0,2257.49,620.94,2878.43,31,48.08,3,14,0,10000,0.3654,0,131.4,131.4,0,0,0,2,0,0,0,0,1,631.0,0,3,3,0,1,0.3333333333333333,1,0,0,3,2.25,0,2,7.9653476368752365,7.7224517273673445,0,0,0.21572176498994247,959.4766666666666,1490.48,0.21428571428571427,0,1,-11,0,0,3.4741160980117636,4.564988552787458,0,1.0,0.0,0,0,1,0,1,1,0,0.0,3.0396042910625707,6,3,1,-2,9,2,False,True,False
CUST_000033,44,F,ON,75K-100K,41,4,1,1,1,1,0,0,2114.7,5612.64,7727.34,26,10.0,9,10,1,10000,0.3328,90,131.4,221.4,1,1,1,0,1,0,17,0,0,755.0,0,16,5,1,0,3.4166666666666665,0,1,0,4,0.9056603773584907,1,3,8.952649370783778,7.6571410059892715,0,0,0.7263353236689469,1931.835,260.0,0.9,0,0,-1,0,0,1.2941063807209208,2.8651515269161187,1,1.0,3.5,0,17,1,1,0,0,0,0.2,4.348294811235134,12,2,5,3,6,3,True,False,False
CUST_000034,29,M,QC,50K-75K,110,2,1,0,1,0,0,0,1514.91,0.0,1514.91,23,44.61,5,19,1,5000,0.6577,90,131.4,221.4,0,0,0,2,0,1,0,7,1,754.0,0,3,2,1,0,9.166666666666666,0,1,1,2,0.19672131147540986,0,1,7.323771197685424,7.323771197685424,0,0,0.0,757.455,1026.03,0.2631578947368421,0,0,-14,0,0,3.3005261038609555,14.61472958789631,1,1.0,1.5,0,7,2,0,0,1,0,0.5,4.172131359305627,8,1,2,1,8,2,False,True,False
CUST_000035,57,F,QC,75K-100K,3,4,1,1,1,0,0,1,2179.66,740.54,2920.19,25,55.39,5,16,0,15000,0.3021,45,0.0,45.0,1,0,0,1,0,1,0,12,1,790.0,0,12,5,1,1,0.25,1,0,0,4,3.2,0,3,7.979746346489376,7.687382862256485,0,0,0.2535930881209784,730.0475,1384.75,0.3125,0,0,-11,0,0,5.136652067160013,1.540995620148004,0,1.0,0.0,0,12,2,0,0,1,0,0.2,3.2314239039468133,8,2,1,-1,8,3,True,False,False
CUST_000036,26,F,PE,50K-75K,46,4,1,1,0,1,0,1,7493.95,33274.27,40768.22,41,150.5,6,16,1,0,0.0,45,59.4,104.4,0,1,1,2,1,1,8,5,1,756.0,0,11,2,0,0,3.8333333333333335,0,1,0,4,0.8275862068965516,1,3,10.61568266391579,8.92198473940037,0,0,0.8161815747658346,10192.055,6170.5,0.375,0,1,-10,0,1,0.0,0.25608182059457096,0,1.0,2.0,0,13,3,1,0,1,0,0.0,4.909704799174738,12,1,5,4,7,2,True,False,False
CUST_000037,48,M,QC,30K-50K,63,1,1,0,0,0,0,0,1661.2,0.0,1661.2,32,341.82,10,18,0,0,0.0,135,59.4,194.4,0,1,1,2,0,1,0,7,0,813.0,0,0,2,0,0,5.25,0,1,1,1,0.16,0,0,7.415897305118926,7.415897305118926,0,0,0.0,1661.2,10938.24,0.5555555555555556,0,1,-8,0,1,0.0,11.702383818926078,0,1.0,2.0,0,7,1,0,0,1,0,0.0,3.212269191535678,3,2,1,-1,8,1,False,True,False
CUST_000038,18,F,BC,50K-75K,53,5,1,1,1,1,0,1,1713.97,2337.16,4051.13,28,116.4,13,13,0,10000,0.0616,0,203.4,203.4,0,0,0,4,0,0,0,0,1,710.0,0,2,4,0,0,4.416666666666667,0,1,0,5,0.923076923076923,1,4,8.306997947775942,7.4471508667356705,0,0,0.576915576641579,810.226,3259.2000000000003,1.0,0,0,0,0,1,2.468447075260483,5.020821351079823,1,1.0,1.5,0,0,1,0,1,1,0,0.0,4.304599384332783,11,3,3,0,1,2,True,False,False
CUST_000039,25,M,AB,>150K,126,2,1,0,1,0,0,0,36567.83,0.0,36567.83,23,35.75,6,14,0,2500,0.1656,135,59.4,194.4,1,0,0,3,0,0,0,0,0,684.0,0,41,5,0,0,10.5,0,1,1,2,0.17391304347826086,0,1,10.506951517194382,10.506951517194382,0,0,0.0,18283.915,822.25,0.42857142857142855,0,0,-8,0,1,0.06836610211762634,0.5316148100666624,0,1.0,0.0,0,0,0,0,1,0,1,0.0,5.127085455158315,5,3,1,-2,0,5,False,True,False
CUST_000040,47,F,ON,100K-150K,120,3,1,1,1,0,0,0,1018.01,32138.73,33156.73,24,47.84,9,18,0,15000,0.4288,90,0.0,90.0,1,1,1,3,1,1,12,5,1,760.0,0,1,2,0,0,10.0,0,1,1,3,0.2727272727272727,0,2,10.409031150934965,6.926586846717261,0,0,0.9692973342063586,11052.243333333334,1148.16,0.5,0,0,-9,0,0,0.4523968437177007,0.2714381062306204,0,1.0,2.0,0,17,3,1,0,1,0,0.0,5.22270934528049,7,2,3,1,6,4,True,False,False
CUST_000041,56,M,ON,30K-50K,3,4,1,1,1,1,0,0,386.87,40864.92,41251.79,12,21.84,4,17,0,10000,0.1324,135,203.4,338.4,0,0,0,2,0,1,0,6,1,790.0,0,1,4,0,0,0.25,1,0,0,4,3.2,1,3,10.627474025839227,5.9606702319345715,0,0,0.9906217402929666,10312.9475,262.08,0.23529411764705882,0,0,-13,0,1,0.24241372313783233,0.8203280390984246,1,1.0,1.5,0,6,2,0,0,1,0,0.0,4.175742207751768,8,3,2,-1,6,1,False,True,False
CUST_000042,47,M,ON,50K-75K,26,3,1,1,0,1,0,0,15570.18,24964.82,40535.01,20,24.04,6,16,0,0,0.0,135,131.4,266.4,0,1,1,5,1,1,11,10,1,703.0,0,0,2,0,0,2.1666666666666665,0,0,0,3,0.9473684210526316,1,2,10.609945993850012,9.6531770487258,0,0,0.6158829120801993,13511.67,480.79999999999995,0.375,0,0,-10,0,1,0.0,0.6572096565413452,1,1.0,3.5,0,21,3,1,0,1,0,0.0,4.257983798155004,6,3,3,0,6,2,False,True,False
CUST_000043,43,M,ON,>150K,66,2,1,0,0,0,1,0,282.84,0.0,282.84,33,194.31,8,14,1,0,0.0,0,131.4,131.4,0,1,0,2,0,1,0,11,1,666.0,0,12,5,0,0,5.5,0,1,1,2,0.3076923076923077,1,1,5.648410699121214,5.648410699121214,0,1,0.0,141.42,6412.2300000000005,0.5714285714285714,0,1,-6,0,1,0.0,46.457361052184986,0,0.0,5.0,1,11,2,0,0,1,0,0.0,3.2695232097363642,8,2,3,1,6,5,False,True,False
CUST_000044,40,M,AB,<30K,182,3,1,1,1,0,0,0,1478.36,1616.12,3094.48,31,25.76,5,10,0,10000,0.1028,90,131.4,221.4,0,1,0,4,0,1,0,6,0,734.0,0,14,1,0,0,15.166666666666666,0,1,1,3,0.18556701030927839,0,2,8.037698261946652,7.299364840799861,0,0,0.5222589902019079,1031.4933333333333,798.5600000000001,0.5,0,1,-5,0,1,3.231560714562705,7.15467542204183,1,0.0,6.5,1,6,1,0,0,0,0,0.0,5.286309478583995,7,3,2,-1,0,0,False,True,False
CUST_000045,22,F,SK,30K-50K,97,3,1,0,0,1,1,0,437.4,0.0,437.4,17,55.39,9,17,1,0,0.0,45,0.0,45.0,0,0,0,2,0,0,0,0,1,643.0,0,1,2,0,0,8.083333333333334,0,1,1,3,0.33027522935779813,1,2,6.083131735633806,6.083131735633806,0,1,0.0,145.79999999999998,941.63,0.5294117647058824,0,0,-8,0,1,0.0,10.2880658436214,0,1.0,0.0,0,0,1,0,1,1,0,0.0,3.9874395206901423,10,2,4,2,9,1,True,False,False
CUST_000046,34,F,SK,30K-50K,11,4,1,1,1,0,0,1,1665.88,6371.13,8037.01,25,121.82,8,18,1,2500,0.5716,90,0.0,90.0,0,0,0,5,1,1,14,9,1,690.0,0,7,3,0,0,0.9166666666666666,1,0,0,4,2.0869565217391304,0,3,8.991936819098942,7.4187088945568265,0,0,0.7927239110067053,2009.2525,3045.5,0.4444444444444444,0,0,-10,0,0,0.311060954260353,1.119819435337271,0,1.0,0.0,0,23,3,1,0,1,0,0.0,3.835081045729683,11,1,3,2,9,1,True,False,False
CUST_000047,38,M,ON,50K-75K,19,3,1,0,1,1,0,0,1217.81,0.0,1217.81,24,61.05,5,10,0,15000,0.4465,180,131.4,311.4,1,0,0,2,1,1,17,6,1,626.0,0,20,4,0,0,1.5833333333333333,0,0,0,3,1.1612903225806452,1,2,7.105630251869493,7.105630251869493,0,0,0.0,405.93666666666667,1465.1999999999998,0.5,0,0,-5,0,0,10.0,25.570491291745018,1,1.0,1.5,0,23,3,1,0,0,0,0.0,3.119189075560848,6,2,3,1,6,2,False,True,False
