customer_id,age,gender,province,estimated_income,tenure_months,num_products,has_checking,has_savings,has_credit_card,has_mortgage,has_personal_loan,has_investment,checking_balance,savings_balance,total_balance,transactions_per_month,avg_transaction_amount,num_deposits_3m,num_withdrawals_3m,has_direct_deposit,credit_limit,credit_utilization,overdraft_fees_12m,monthly_fees_12m,total_fees_12m,fee_waiver,complaints_12m,complaints_resolved,support_calls_12m,uses_mobile_app,uses_online_banking,mobile_logins_month,online_logins_month,paperless,credit_score,has_relationship_manager,months_since_last_product,campaigns_received_12m,campaigns_responded,churned
CUST_000050,18,F,ON,75K-100K,47,2,1,0,1,0,0,0,320.91,0.0,320.91,29,28.1,7,12,0,10000,0.1322,45,131.4,176.4,0,1,1,0,1,1,14,8,1,729.0,0,3,5,0,0
CUST_000051,49,F,ON,<30K,56,3,1,1,1,0,0,0,1268.85,2563.41,3832.26,19,33.48,8,17,1,5000,0.4858,90,131.4,221.4,0,1,1,2,1,1,15,6,0,,0,13,8,0,0
CUST_000052,39,M,BC,75K-100K,6,4,1,1,1,0,0,1,291.35,9763.01,10054.36,33,35.63,4,12,0,5000,0.4739,90,131.4,221.4,0,0,0,1,1,1,13,8,0,734.0,0,5,7,0,0
CUST_000053,34,F,AB,50K-75K,116,3,1,1,1,0,0,0,3429.29,36754.7,40183.99,27,147.77,8,13,0,25000,0.1978,45,59.4,104.4,1,0,0,2,0,1,0,7,0,684.0,0,5,7,0,0
CUST_000054,54,M,AB,50K-75K,119,3,1,0,1,0,0,1,3000.02,0.0,3000.02,16,296.91,11,14,0,15000,0.1072,45,59.4,104.4,1,0,0,3,0,1,0,9,0,,0,5,5,1,0
CUST_000055,60,F,AB,<30K,37,4,1,1,1,0,1,0,252.07,15394.11,15646.18,24,10.0,9,14,0,1000,0.362,45,59.4,104.4,0,0,0,2,1,1,21,8,1,663.0,0,23,6,1,0
CUST_000056,58,F,ON,75K-100K,59,4,1,1,0,1,0,1,84960.35,5989.14,90949.49,27,10.0,12,16,1,0,0.0,90,203.4,293.4,0,0,0,0,1,0,9,0,0,624.0,0,7,1,0,0
CUST_000057,32,F,QC,50K-75K,64,3,1,1,1,0,0,0,1149.24,3802.2,4951.44,33,676.46,8,20,0,1000,0.3482,45,0.0,45.0,0,1,1,3,1,1,17,7,1,583.0,0,26,7,0,0
CUST_000058,40,F,QC,50K-75K,12,5,1,1,1,1,0,1,433.71,72760.17,73193.87,32,72.71,5,23,0,5000,0.2364,135,360.0,495.0,1,0,0,3,0,1,0,8,1,695.0,0,6,1,0,0
CUST_000059,49,F,ON,50K-75K,7,3,1,0,1,0,0,1,2276.21,0.0,2276.21,30,89.08,8,11,0,10000,0.3326,0,203.4,203.4,0,0,0,0,0,0,0,0,0,719.0,0,20,1,0,1
CUST_000060,59,F,ON,75K-100K,1,2,1,0,1,0,0,0,25801.56,0.0,25801.56,24,137.03,9,22,0,10000,0.6078,90,0.0,90.0,0,0,0,2,0,1,0,10,1,764.0,0,10,3,0,1
CUST_000061,37,F,ON,<30K,146,4,1,1,1,0,0,1,573.38,24331.66,24905.04,31,14.1,11,19,1,1000,0.2614,0,131.4,131.4,1,1,1,2,1,0,13,0,1,682.0,0,1,1,0,0
CUST_000062,42,M,ON,<30K,25,2,1,0,1,0,0,0,18931.11,0.0,18931.11,18,48.73,4,8,0,10000,0.1648,0,59.4,59.4,0,0,0,0,1,1,10,5,1,834.0,0,11,8,1,0
CUST_000063,28,M,BC,30K-50K,5,3,1,1,1,0,0,0,3687.87,14870.04,18557.91,26,122.05,11,17,1,5000,0.2144,0,0.0,0.0,0,1,1,0,1,1,9,3,0,715.0,0,1,4,0,0
CUST_000064,27,M,ON,75K-100K,37,2,1,1,0,0,0,0,361.92,137425.83,137787.75,19,82.66,9,9,0,0,0.0,135,203.4,338.4,1,0,0,2,0,1,0,7,0,707.0,1,20,6,1,0
CUST_000065,57,F,BC,50K-75K,4,3,1,1,0,0,1,0,888.18,6020.75,6908.93,19,61.38,7,18,0,0,0.0,0,59.4,59.4,1,1,0,1,1,1,14,13,1,716.0,0,48,4,0,0
CUST_000066,65,M,ON,75K-100K,5,4,1,1,1,0,0,1,1890.07,5805.91,7695.97,21,21.95,6,18,1,25000,0.4983,45,360.0,405.0,0,0,0,1,1,1,9,12,1,719.0,0,20,5,0,0
CUST_000067,43,M,QC,75K-100K,40,4,1,0,1,0,1,1,678.09,0.0,678.09,25,130.76,9,12,0,15000,0.2323,135,131.4,266.4,1,0,0,1,1,1,17,9,0,810.0,0,24,4,0,0
CUST_000068,60,M,ON,100K-150K,42,2,1,1,0,0,0,0,207.63,7075.28,7282.9,23,93.13,6,16,1,0,0.0,45,59.4,104.4,0,0,0,3,1,0,8,0,0,681.0,0,33,2,0,0
CUST_000069,50,M,AB,50K-75K,52,4,1,1,1,1,0,0,1348.85,882.71,2231.56,21,65.13,9,15,1,10000,0.3758,90,131.4,221.4,0,0,0,2,1,0,8,0,1,567.0,0,0,3,0,0
CUST_000070,35,F,ON,30K-50K,64,1,1,0,0,0,0,0,32603.88,0.0,32603.88,28,205.42,3,14,1,0,0.0,90,203.4,293.4,1,0,0,1,1,0,15,0,1,783.0,0,55,3,0,0
CUST_000071,50,F,ON,100K-150K,66,3,1,1,1,0,0,0,4145.2,20322.42,24467.62,23,31.08,11,9,1,10000,0.3277,90,59.4,149.4,1,0,0,6,1,1,11,5,1,779.0,0,1,5,1,0
CUST_000072,68,F,MB,30K-50K,34,3,1,1,0,1,0,0,8278.64,3032.48,11311.12,24,266.27,4,17,0,0,0.0,90,59.4,149.4,1,0,0,3,1,1,12,11,1,631.0,0,28,5,0,0
CUST_000073,44,F,QC,50K-75K,61,3,1,0,1,0,0,1,2145.16,0.0,2145.16,26,32.51,12,11,1,5000,0.4069,90,0.0,90.0,0,0,0,1,1,1,8,6,1,610.0,0,120,3,0,0
CUST_000074,68,F,ON,30K-50K,21,3,1,0,0,1,1,0,4506.3,0.0,4506.3,26,40.76,6,13,1,0,0.0,90,59.4,149.4,0,0,0,3,0,1,0,13,1,690.0,0,30,5,0,0
CUST_000075,18,F,QC,100K-150K,34,3,1,0,1,1,0,0,795.47,0.0,795.47,28,67.22,7,12,0,15000,0.5142,45,0.0,45.0,0,0,0,2,0,0,0,0,0,637.0,0,11,5,1,0
CUST_000076,57,M,AB,50K-75K,29,4,1,1,1,1,0,0,18426.94,331620.57,350047.5,27,18.82,3,15,1,10000,0.1377,90,203.4,293.4,1,0,0,0,1,1,17,8,1,714.0,1,18,4,0,0
CUST_000077,46,F,BC,30K-50K,23,4,1,1,1,0,1,0,13790.92,1000000.0,1013790.92,24,11.1,4,15,1,5000,0.0645,45,131.4,176.4,0,1,0,1,1,1,10,6,1,781.0,1,17,5,2,0
CUST_000078,40,M,BC,75K-100K,16,4,1,1,1,0,0,1,442.22,4669.95,5112.18,31,13.56,11,12,1,2500,0.606,45,0.0,45.0,1,0,0,1,0,0,0,0,1,598.0,0,5,6,0,0
CUST_000079,46,M,MB,30K-50K,4,4,1,1,1,0,0,1,8116.94,3471.3,11588.23,28,32.84,9,14,1,15000,0.31,135,0.0,135.0,0,0,0,3,0,1,0,10,1,761.0,0,27,6,0,0
CUST_000080,18,F,ON,>150K,42,3,1,0,1,1,0,0,1276.88,0.0,1276.88,28,26.59,6,22,0,10000,0.2197,225,59.4,284.4,0,1,1,1,1,1,14,11,0,797.0,0,7,4,0,0
CUST_000081,41,M,BC,50K-75K,46,2,1,0,1,0,0,0,804.79,0.0,804.79,28,109.88,11,15,0,5000,0.212,90,203.4,293.4,1,0,0,1,1,1,10,5,0,655.0,0,21,6,2,1
CUST_000082,50,M,ON,75K-100K,24,3,1,1,1,0,0,0,37916.21,2432.56,40348.77,26,36.43,9,18,1,10000,0.0968,45,203.4,248.4,0,2,1,3,1,1,13,15,1,735.0,0,1,3,0,0
CUST_000083,67,M,QC,30K-50K,223,3,1,1,1,0,0,0,807.85,2644.74,3452.59,23,19.63,9,15,0,5000,0.1409,45,131.4,176.4,0,0,0,3,1,1,8,9,1,840.0,0,10,4,1,0
CUST_000084,37,M,SK,100K-150K,48,2,1,1,0,0,0,0,22631.7,9613.2,32244.9,22,196.17,7,17,0,0,0.0,0,131.4,131.4,0,1,1,1,1,1,18,8,0,548.0,0,40,5,1,0
CUST_000085,32,M,QC,100K-150K,131,2,1,0,1,0,0,0,224.62,0.0,224.62,25,13.04,10,15,0,25000,0.4809,45,0.0,45.0,0,0,0,3,1,1,11,10,1,643.0,0,22,4,0,0
CUST_000086,37,M,QC,75K-100K,50,3,1,1,1,0,0,0,3542.48,9283.59,12826.07,31,66.59,7,14,0,10000,0.1719,45,59.4,104.4,1,0,0,3,0,1,0,5,0,712.0,0,50,1,0,0
CUST_000087,58,F,NL,100K-150K,12,3,1,1,1,0,0,0,297.22,1958.1,2255.32,30,147.9,3,10,0,2500,0.6105,45,0.0,45.0,1,0,0,2,0,1,0,7,0,584.0,0,3,6,0,0
CUST_000088,49,F,QC,<30K,220,1,1,0,0,0,0,0,575.41,0.0,575.41,16,216.31,6,11,1,0,0.0,45,59.4,104.4,0,0,0,2,1,0,12,0,1,602.0,0,4,4,0,0
CUST_000089,37,M,QC,>150K,129,3,1,0,1,1,0,0,340.39,0.0,340.39,22,,11,14,1,5000,0.1397,45,0.0,45.0,0,0,0,2,1,0,9,0,1,850.0,0,20,2,0,0
CUST_000090,52,F,NL,75K-100K,38,2,1,0,1,0,0,0,3148.41,0.0,3148.41,18,322.89,6,13,0,5000,0.1791,0,59.4,59.4,0,0,0,2,1,1,9,10,1,718.0,0,9,4,1,0
CUST_000091,46,M,ON,100K-150K,16,4,1,1,1,0,1,0,7124.66,107418.3,114542.96,28,27.5,4,16,1,10000,0.3582,45,0.0,45.0,1,0,0,2,1,1,8,8,1,646.0,1,22,6,0,0
CUST_000092,59,M,AB,75K-100K,15,3,1,0,1,0,0,1,1363.03,0.0,1363.03,25,52.18,4,13,1,5000,0.3014,0,131.4,131.4,0,1,1,3,1,1,13,5,1,703.0,0,20,5,0,0
CUST_000093,34,M,QC,30K-50K,98,2,1,0,1,0,0,0,972.59,0.0,972.59,23,159.17,5,13,0,15000,0.3964,45,203.4,248.4,1,0,0,1,1,1,8,6,1,696.0,0,0,4,0,0
CUST_000094,40,F,SK,75K-100K,4,4,1,0,1,1,0,1,549.82,0.0,549.82,33,18.91,12,16,1,10000,0.1724,90,203.4,293.4,1,0,0,1,0,1,0,8,1,605.0,0,31,5,0,1
CUST_000095,39,M,MB,<30K,60,5,1,1,1,1,0,1,71423.83,1472.84,72896.67,23,40.65,11,15,1,1000,0.3413,45,59.4,104.4,0,0,0,3,1,1,19,16,0,706.0,0,16,3,0,0
CUST_000096,23,F,QC,75K-100K,61,4,1,1,0,0,1,1,2531.98,230234.5,232766.48,21,92.38,8,15,1,0,0.0,90,131.4,221.4,0,1,1,1,0,1,0,11,0,567.0,1,10,3,0,1
CUST_000097,49,F,NS,50K-75K,12,5,1,1,1,0,1,1,402.45,6609.04,7011.49,21,100.82,10,17,1,10000,0.171,0,59.4,59.4,0,1,1,2,1,1,7,8,1,572.0,0,8,0,0,0
CUST_000098,48,F,AB,30K-50K,73,3,1,1,1,0,0,0,2999.08,56001.6,59000.68,20,225.69,8,17,1,1000,0.0922,45,131.4,176.4,0,0,0,1,1,1,11,9,1,737.0,0,21,3,0,0
CUST_000099,45,F,ON,>150K,73,2,1,0,0,1,0,0,66340.77,0.0,66340.77,28,26.57,5,12,0,0,0.0,90,131.4,221.4,1,0,0,1,0,1,0,9,1,787.0,0,11,4,0,0
CUST_000100,41,F,ON,100K-150K,25,3,1,1,1,0,0,0,781.97,11592.42,12374.39,38,93.97,7,14,1,50000,0.496,0,0.0,0.0,0,0,0,2,1,1,12,11,1,706.0,0,0,9,0,0
CUST_000101,23,M,AB,100K-150K,39,4,1,1,1,1,0,0,1383.02,7720.64,9103.67,23,67.98,3,10,0,5000,0.2353,45,131.4,176.4,1,0,0,3,0,1,0,9,1,777.0,0,9,4,0,1
CUST_000102,38,M,BC,75K-100K,107,2,1,0,1,0,0,0,1048.79,0.0,1048.79,32,81.25,4,21,0,1000,0.1847,0,131.4,131.4,0,0,0,3,1,1,11,10,1,661.0,0,11,4,0,0
CUST_000103,39,F,BC,75K-100K,44,3,1,1,1,0,0,0,346.39,502.89,849.27,23,23.77,11,18,0,10000,0.1007,0,59.4,59.4,0,1,1,0,0,1,0,6,1,676.0,0,0,7,1,0
CUST_000104,32,F,BC,75K-100K,57,3,1,1,1,0,0,0,3765.15,7884.35,11649.5,25,27.8,5,19,0,2500,0.1777,45,203.4,248.4,1,1,1,0,1,1,10,4,1,469.0,0,1,3,0,0
CUST_000105,42,M,SK,<30K,31,2,1,0,1,0,0,0,3772.98,0.0,3772.98,21,19.72,11,19,0,2500,0.1637,45,59.4,104.4,0,0,0,1,1,1,10,12,1,817.0,0,36,5,0,0
CUST_000106,51,M,ON,100K-150K,9,5,1,1,1,1,0,1,808.65,33666.12,34474.77,23,265.18,4,19,0,5000,0.4483,90,59.4,149.4,0,0,0,2,1,0,16,0,1,850.0,0,18,8,0,0
CUST_000107,73,M,QC,100K-150K,360,4,1,1,1,0,0,1,32630.38,24794.31,57424.69,31,30.13,8,15,0,5000,0.2116,45,59.4,104.4,1,1,1,1,1,1,9,6,0,850.0,0,10,6,0,0
CUST_000108,47,M,SK,75K-100K,45,3,1,1,1,0,0,0,11893.11,25283.88,37176.99,26,114.24,9,17,1,25000,0.2971,90,59.4,149.4,1,0,0,3,1,1,10,3,0,712.0,0,19,4,0,0
CUST_000109,48,M,BC,>150K,24,3,1,0,1,1,0,0,1438.06,0.0,1438.06,24,208.9,4,17,0,5000,0.1623,90,0.0,90.0,1,0,0,9,1,1,10,9,0,574.0,0,4,6,0,0
CUST_000110,43,F,BC,50K-75K,75,3,1,0,1,0,0,1,7610.44,0.0,7610.44,26,56.98,8,16,0,5000,0.1114,135,131.4,266.4,1,1,1,3,0,1,0,8,1,,0,28,6,0,0
CUST_000111,18,F,QC,50K-75K,58,4,1,1,1,1,0,0,6210.89,3024.88,9235.77,32,14.36,5,14,1,5000,0.211,180,59.4,239.4,0,1,1,1,1,1,11,3,1,646.0,0,22,2,1,0
CUST_000112,44,F,QC,>150K,15,3,1,1,1,0,0,0,7750.41,100514.31,108264.72,26,221.76,6,22,1,10000,0.2411,45,59.4,104.4,1,0,0,3,1,1,11,7,0,791.0,1,5,2,1,0
CUST_000113,45,F,ON,50K-75K,125,4,1,1,1,0,0,1,9444.52,117386.08,126830.61,26,123.47,5,14,1,10000,0.4477,90,203.4,293.4,0,0,0,4,0,1,0,5,1,815.0,1,9,4,1,0
CUST_000114,81,F,ON,75K-100K,4,3,1,1,0,1,0,0,7041.38,9202.49,16243.87,32,20.88,9,17,1,0,0.0,90,131.4,221.4,0,0,0,0,1,1,11,3,1,794.0,0,7,7,0,1
CUST_000115,42,M,ON,50K-75K,55,4,1,1,1,0,0,1,6493.25,6091.86,12585.12,23,37.34,10,14,0,5000,0.1541,225,0.0,225.0,0,0,0,3,1,1,10,7,0,692.0,0,1,2,0,0
CUST_000116,49,M,ON,75K-100K,38,5,1,1,1,1,0,1,66571.01,36396.08,102967.09,17,13.23,7,18,1,15000,0.5151,0,59.4,59.4,0,0,0,0,1,1,6,9,1,727.0,1,1,6,1,0
CUST_000117,44,F,ON,75K-100K,22,4,1,1,1,1,0,0,1829.79,996.52,2826.31,26,10.0,3,17,1,5000,0.2352,45,131.4,176.4,1,0,0,2,1,1,15,10,0,671.0,0,27,5,1,0
CUST_000118,27,F,ON,75K-100K,105,3,1,1,1,0,0,0,2382.25,2560.29,4942.54,28,228.05,10,19,1,5000,0.4032,0,0.0,0.0,0,0,0,0,1,1,8,12,1,735.0,0,2,6,0,0
CUST_000119,62,M,AB,50K-75K,64,2,1,0,0,0,1,0,2403.84,0.0,2403.84,25,12.54,7,14,1,0,0.0,270,59.4,329.4,0,0,0,5,0,0,0,0,1,729.0,0,5,4,0,0
CUST_000120,56,Other,NS,30K-50K,85,3,1,1,1,0,0,0,776.25,934.57,1710.83,27,691.78,8,13,1,1000,0.2475,0,59.4,59.4,1,0,0,1,0,1,0,8,0,744.0,0,12,8,1,0
